pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75006,75012,5,0,10,0.1353,23,1
75014,75015,1,0,10,0.1353,23,1
75003,75016,1,0,10,0.1353,23,1
75009,75017,1,0,10,0.1353,23,1
75014,75016,1,0,10,0.1353,23,1
75016,75019,8,1,14,0.0919,32,1
75009,75016,2,1,14,0.0919,32,1
75013,75017,2,1,14,0.0919,32,1
75011,75116,1,1,14,0.0919,32,1
75010,75016,2,1,14,0.0919,32,1
75011,75014,1,1,14,0.0919,32,1
75001,75006,1,1,14,0.0919,32,1
75007,75012,5,2,14,0.0978,31,1
75001,75011,6,2,14,0.0978,31,1
75016,75116,1,2,14,0.0978,31,1
75012,75016,3,2,14,0.0978,31,1
75009,75014,1,2,14,0.0978,31,1
75009,75012,1,2,14,0.0978,31,1
75013,75017,6,3,14,0.1019,30,1
75009,75019,2,3,14,0.1019,30,1
75009,75015,4,3,14,0.1019,30,1
75017,75018,2,3,14,0.1019,30,1
75014,75015,1,3,14,0.1019,30,1
75008,75015,4,4,8,0.1529,21,1
75009,75011,2,4,8,0.1529,21,1
75001,75013,1,4,8,0.1529,21,1
75008,75017,2,5,8,0.1476,20,1
75009,75019,2,5,8,0.1476,20,1
75013,75015,2,5,8,0.1476,20,1
75011,75016,1,5,8,0.1476,20,1
75009,75009,3,6,7,0.1631,19,1
75012,75016,1,6,7,0.1631,19,1
75008,75016,1,6,7,0.1631,19,1
75003,75008,1,6,7,0.1631,19,1
75010,75017,2,7,5,0.1925,14,1
75013,75013,1,7,5,0.1925,14,1
75008,75015,1,7,5,0.1925,14,1
75011,75015,2,8,4,0.2244,12,1
75009,75014,1,8,4,0.2244,12,1
75009,75116,1,9,2,0.3633,4,1
75008,75009,1,10,2,0.3741,4,1
75001,75008,1,4,1,0.0011,21,0
75001,75008,1,4,2,0.0048,21,0
75001,75008,1,4,3,0.0216,21,0
75001,75008,1,4,4,0.055,21,0
75001,75008,1,4,5,0.0856,21,0
75001,75008,1,4,6,0.1306,21,0
75001,75008,1,4,7,0.1522,21,0
75001,75008,1,4,8,0.1529,21,1
75001,75008,1,4,9,0.127,21,0
75001,75008,1,4,10,0.0997,21,0
75001,75008,1,4,11,0.0707,21,0
75001,75008,1,4,12,0.0431,21,0
75001,75008,1,4,13,0.0271,21,0
75001,75008,1,4,14,0.0146,21,0
75001,75008,1,4,15,0.0075,21,0
75001,75008,1,4,16,0.0043,21,0
75001,75008,1,4,17,0.0014,21,0
75001,75008,1,4,18,0.0005,21,0
75001,75008,1,4,19,0.0001,21,0
75001,75008,1,4,20,0.0001,21,0
75001,75008,1,4,21,0.0001,21,0
75009,75116,1,4,1,0.0011,21,0
75009,75116,1,4,2,0.0048,21,0
75009,75116,1,4,3,0.0216,21,0
75009,75116,1,4,4,0.055,21,0
75009,75116,1,4,5,0.0856,21,0
75009,75116,1,4,6,0.1306,21,0
75009,75116,1,4,7,0.1522,21,0
75009,75116,1,4,8,0.1529,21,1
75009,75116,1,4,9,0.127,21,0
75009,75116,1,4,10,0.0997,21,0
75009,75116,1,4,11,0.0707,21,0
75009,75116,1,4,12,0.0431,21,0
75009,75116,1,4,13,0.0271,21,0
