pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75007,75009,4,0,1,1.0,1,1
75015,75020,2,0,1,1.0,1,1
75013,75015,1,0,1,1.0,1,1
75006,75011,8,1,1,1.0,1,1
75011,75017,4,1,1,1.0,1,1
75017,75020,1,1,1,1.0,1,1
75005,75009,1,1,1,1.0,1,1
75012,75014,1,1,1,1.0,1,1
75009,75020,4,2,1,1.0,1,1
75004,75016,4,2,1,1.0,1,1
75001,75016,2,2,1,1.0,1,1
75002,75008,3,2,1,1.0,1,1
75001,75005,1,2,1,1.0,1,1
75015,75017,1,2,1,1.0,1,1
75002,75009,1,2,1,1.0,1,1
75008,75016,1,3,2,0.3562,4,1
75013,75020,2,4,4,0.2213,12,1
75009,75116,1,4,4,0.2213,12,1
75008,75011,1,5,5,0.1972,14,1
75010,75014,1,5,5,0.1972,14,1
75008,75010,1,5,5,0.1972,14,1
75009,75009,1,5,5,0.1972,14,1
75009,75013,1,6,4,0.2194,12,1
75003,75019,1,6,4,0.2194,12,1
75006,75008,1,6,4,0.2194,12,1
75011,75012,1,7,3,0.2694,8,1
75001,75014,1,7,3,0.2694,8,1
75012,75016,1,8,3,0.2667,8,1
75015,75017,1,8,3,0.2667,8,1
75009,75009,1,9,2,0.3629,4,1
75002,75012,1,10,2,0.3641,4,1
75003,75015,1,3,1,0.3776,4,0
75003,75015,1,3,2,0.3562,4,1
75003,75015,1,3,3,0.1865,4,0
75003,75015,1,3,4,0.0607,4,0
75013,75016,1,3,1,0.3776,4,0
75013,75016,1,3,2,0.3562,4,1
75013,75016,1,3,3,0.1865,4,0
75013,75016,1,3,4,0.0607,4,0
75006,75020,1,3,1,0.3776,4,0
75006,75020,1,3,2,0.3562,4,1
75006,75020,1,3,3,0.1865,4,0
75006,75020,1,3,4,0.0607,4,0
75017,75020,1,3,1,0.3776,4,0
75017,75020,1,3,2,0.3562,4,1
75017,75020,1,3,3,0.1865,4,0
75017,75020,1,3,4,0.0607,4,0
75012,75116,1,3,1,0.3776,4,0
75012,75116,1,3,2,0.3562,4,1
75012,75116,1,3,3,0.1865,4,0
75012,75116,1,3,4,0.0607,4,0
75008,75019,1,3,1,0.3776,4,0
75008,75019,1,3,2,0.3562,4,1
75008,75019,1,3,3,0.1865,4,0
75008,75019,1,3,4,0.0607,4,0
75016,75017,1,3,1,0.3776,4,0
75016,75017,1,3,2,0.3562,4,1
75016,75017,1,3,3,0.1865,4,0
75016,75017,1,3,4,0.0607,4,0
75008,75019,1,3,1,0.3776,4,0
75008,75019,1,3,2,0.3562,4,1
75008,75019,1,3,3,0.1865,4,0
75008,75019,1,3,4,0.0607,4,0
75001,75012,1,3,1,0.3776,4,0
75001,75012,1,3,2,0.3562,4,1
75001,75012,1,3,3,0.1865,4,0
75001,75012,1,3,4,0.0607,4,0
75012,75014,1,3,1,0.3776,4,0
75012,75014,1,3,2,0.3562,4,1
75012,75014,1,3,3,0.1865,4,0
75012,75014,1,3,4,0.0607,4,0
75014,75020,1,3,1,0.3776,4,0
75014,75020,1,3,2,0.3562,4,1
75014,75020,1,3,3,0.1865,4,0
75014,75020,1,3,4,0.0607,4,0
75008,75019,1,3,1,0.3776,4,0
75008,75019,1,3,2,0.3562,4,1
75008,75019,1,3,3,0.1865,4,0
75008,75019,1,3,4,0.0607,4,0
75001,75016,1,4,1,0.0496,12,0
75001,75016,1,4,2,0.1513,12,0
75001,75016,1,4,3,0.2211,12,0
75001,75016,1,4,4,0.2213,12,1
75001,75016,1,4,5,0.1743,12,0
75001,75016,1,4,6,0.0997,12,0
75001,75016,1,4,7,0.0507,12,0
