pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75006,75016,4,0,12,0.1222,26,1
75001,75012,1,0,12,0.1222,26,1
75012,75020,2,0,12,0.1222,26,1
75015,75020,2,0,12,0.1222,26,1
75011,75012,1,0,12,0.1222,26,1
75009,75014,1,0,12,0.1222,26,1
75009,75015,8,1,16,0.0869,36,1
75013,75015,2,1,16,0.0869,36,1
75003,75116,3,1,16,0.0869,36,1
75011,75012,1,1,16,0.0869,36,1
75013,75019,2,1,16,0.0869,36,1
75009,75019,3,1,16,0.0869,36,1
75009,75015,1,1,16,0.0869,36,1
75001,75006,1,1,16,0.0869,36,1
75011,75014,1,1,16,0.0869,36,1
75015,75015,10,2,16,0.0855,37,1
75013,75014,6,2,16,0.0855,37,1
75008,75011,1,2,16,0.0855,37,1
75015,75016,3,2,16,0.0855,37,1
75009,75011,2,2,16,0.0855,37,1
75006,75011,1,2,16,0.0855,37,1
75008,75014,1,3,15,0.0929,33,1
75007,75018,6,3,15,0.0929,33,1
75011,75017,6,3,15,0.0929,33,1
75009,75013,3,3,15,0.0929,33,1
75011,75020,2,3,15,0.0929,33,1
75009,75016,1,3,15,0.0929,33,1
75008,75010,5,4,12,0.1018,28,1
75009,75012,2,4,12,0.1018,28,1
75009,75116,4,4,12,0.1018,28,1
75003,75015,2,4,12,0.1018,28,1
75011,75016,1,4,12,0.1018,28,1
75012,75015,1,4,12,0.1018,28,1
75010,75017,1,5,11,0.1183,25,1
75006,75018,5,5,11,0.1183,25,1
75009,75020,3,5,11,0.1183,25,1
75011,75019,1,5,11,0.1183,25,1
75009,75012,1,5,11,0.1183,25,1
75007,75012,2,6,8,0.1496,19,1
75015,75015,1,6,8,0.1496,19,1
75009,75016,1,6,8,0.1496,19,1
75001,75008,2,6,8,0.1496,19,1
75015,75016,1,6,8,0.1496,19,1
75008,75009,2,7,6,0.1763,16,1
75001,75019,2,7,6,0.1763,16,1
75001,75019,1,7,6,0.1763,16,1
75012,75019,2,8,4,0.2279,12,1
75012,75013,1,8,4,0.2279,12,1
75015,75017,2,9,4,0.2215,12,1
75008,75016,1,9,4,0.2215,12,1
75009,75020,1,10,2,0.3708,4,1
75001,75009,1,11,2,0.3672,4,1
75006,75016,3,0,2,0.0005,26,0
75006,75016,3,0,2,0.0005,26,0
75015,75020,1,0,2,0.0005,26,0
75012,75020,1,0,2,0.0005,26,0
75012,75020,1,0,2,0.0005,26,0
75015,75020,1,0,2,0.0005,26,0
75012,75020,1,0,2,0.0005,26,0
75012,75020,1,0,2,0.0005,26,0
75015,75020,1,0,2,0.0005,26,0
75006,75016,3,0,2,0.0005,26,0
75012,75020,2,0,2,0.0005,26,0
75015,75020,1,0,3,0.0008,26,0
75012,75020,1,0,3,0.0008,26,0
75006,75016,3,0,3,0.0008,26,0
75015,75020,1,0,3,0.0008,26,0
75006,75016,3,0,3,0.0008,26,0
75015,75020,1,0,3,0.0008,26,0
75015,75020,1,0,3,0.0008,26,0
75011,75012,1,0,3,0.0008,26,0
75012,75020,2,0,3,0.0008,26,0
75015,75020,1,0,4,0.0044,26,0
75012,75020,1,0,4,0.0044,26,0
75015,75020,1,0,4,0.0044,26,0
75015,75020,1,0,4,0.0044,26,0
75006,75016,4,0,4,0.0044,26,0
75012,75020,2,0,4,0.0044,26,0
75006,75016,4,0,4,0.0044,26,0
75015,75020,1,0,5,0.0107,26,0
75012,75020,1,0,5,0.0107,26,0
75012,75020,1,0,5,0.0107,26,0
75012,75020,1,0,5,0.0107,26,0
75011,75012,1,0,5,0.0107,26,0
75009,75014,1,0,5,0.0107,26,0
75015,75020,2,0,5,0.0107,26,0
75011,75012,1,0,5,0.0107,26,0
75012,75020,1,0,6,0.022,26,0
75012,75020,1,0,6,0.022,26,0
75015,75020,2,0,6,0.022,26,0
75011,75012,1,0,6,0.022,26,0
75009,75014,1,0,6,0.022,26,0
75015,75020,2,0,6,0.022,26,0
75006,75016,4,0,6,0.022,26,0
75006,75016,3,0,7,0.0398,26,0
75012,75020,1,0,7,0.0398,26,0
75012,75020,1,0,7,0.0398,26,0
75015,75020,1,0,7,0.0398,26,0
75015,75020,1,0,7,0.0398,26,0
75001,75012,1,0,7,0.0398,26,0
75001,75012,1,0,7,0.0398,26,0
75012,75020,2,0,7,0.0398,26,0
75011,75012,1,0,7,0.0398,26,0
75011,75012,1,0,7,0.0398,26,0
75006,75016,4,0,7,0.0398,26,0
75012,75020,1,0,8,0.0627,26,0
75012,75020,1,0,8,0.0627,26,0
75011,75012,1,0,8,0.0627,26,0
75006,75016,4,0,8,0.0627,26,0
75012,75020,2,0,8,0.0627,26,0
75009,75014,1,0,8,0.0627,26,0
75009,75014,1,0,8,0.0627,26,0
75006,75016,4,0,8,0.0627,26,0
75006,75016,4,0,8,0.0627,26,0
75012,75020,1,0,9,0.0942,26,0
75012,75020,1,0,9,0.0942,26,0
75006,75016,4,0,9,0.0942,26,0
75012,75020,2,0,9,0.0942,26,0
75009,75014,1,0,9,0.0942,26,0
75011,75012,1,0,9,0.0942,26,0
75001,75012,1,0,9,0.0942,26,0
75006,75016,4,0,9,0.0942,26,0
75001,75012,1,0,9,0.0942,26,0
75011,75012,1,0,9,0.0942,26,0
75012,75020,1,0,10,0.1047,26,0
75015,75020,1,0,10,0.1047,26,0
75011,75012,1,0,10,0.1047,26,0
75006,75016,4,0,10,0.1047,26,0
75011,75012,1,0,10,0.1047,26,0
75012,75020,2,0,10,0.1047,26,0
75015,75020,2,0,10,0.1047,26,0
75006,75016,4,0,10,0.1047,26,0
75011,75012,1,0,10,0.1047,26,0
75015,75020,2,0,10,0.1047,26,0
75009,75014,1,0,10,0.1047,26,0
75015,75020,1,0,11,0.1202,26,0
75001,75012,1,0,11,0.1202,26,0
