pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75015,75017,1,0,1,1.0,1,1
75012,75015,2,0,1,1.0,1,1
75009,75016,1,0,1,1.0,1,1
75013,75019,1,0,1,1.0,1,1
75003,75014,1,1,1,1.0,1,1
75002,75010,2,1,1,1.0,1,1
75001,75017,3,1,1,1.0,1,1
75017,75116,1,1,1,1.0,1,1
75006,75014,1,1,1,1.0,1,1
75011,75011,1,1,1,1.0,1,1
75006,75020,1,1,1,1.0,1,1
75009,75009,5,2,1,1.0,1,1
75006,75016,2,2,1,1.0,1,1
75016,75017,2,2,1,1.0,1,1
75001,75016,1,2,1,1.0,1,1
75009,75015,1,3,2,0.3587,4,1
75002,75018,2,4,4,0.2296,12,1
75014,75017,1,4,4,0.2296,12,1
75007,75009,1,5,3,0.2749,8,1
75008,75116,1,5,3,0.2749,8,1
75015,75020,1,6,3,0.2632,8,1
75002,75012,1,6,3,0.2632,8,1
75009,75018,1,7,2,0.3691,4,1
75009,75009,1,8,2,0.3731,4,1
75009,75020,1,9,2,0.3668,4,1
75013,75017,1,3,1,0.3755,4,0
75013,75017,1,3,2,0.3587,4,1
75013,75017,1,3,3,0.1837,4,0
75013,75017,1,3,4,0.0645,4,0
75006,75008,1,3,1,0.3755,4,0
75006,75008,1,3,2,0.3587,4,1
75006,75008,1,3,3,0.1837,4,0
75006,75008,1,3,4,0.0645,4,0
75008,75014,1,3,1,0.3755,4,0
75008,75014,1,3,2,0.3587,4,1
75008,75014,1,3,3,0.1837,4,0
75008,75014,1,3,4,0.0645,4,0
75015,75018,1,3,1,0.3755,4,0
75015,75018,1,3,2,0.3587,4,1
75015,75018,1,3,3,0.1837,4,0
75015,75018,1,3,4,0.0645,4,0
75009,75015,1,3,1,0.3755,4,0
75009,75015,1,3,2,0.3587,4,1
75009,75015,1,3,3,0.1837,4,0
75009,75015,1,3,4,0.0645,4,0
75003,75016,1,3,1,0.3755,4,0
75003,75016,1,3,2,0.3587,4,1
75003,75016,1,3,3,0.1837,4,0
75003,75016,1,3,4,0.0645,4,0
75006,75019,1,3,1,0.3755,4,0
75006,75019,1,3,2,0.3587,4,1
75006,75019,1,3,3,0.1837,4,0
75006,75019,1,3,4,0.0645,4,0
75011,75013,1,3,1,0.3755,4,0
75011,75013,1,3,2,0.3587,4,1
75011,75013,1,3,3,0.1837,4,0
75011,75013,1,3,4,0.0645,4,0
75015,75019,1,4,1,0.0525,12,0
75015,75019,1,4,2,0.1509,12,0
75015,75019,1,4,3,0.2204,12,0
75015,75019,1,4,4,0.2296,12,1
75015,75019,1,4,5,0.165,12,0
75015,75019,1,4,6,0.0952,12,0
75015,75019,1,4,7,0.0528,12,0
75015,75019,1,4,8,0.0222,12,0
75015,75019,1,4,9,0.008,12,0
75015,75019,1,4,10,0.0022,12,0
75015,75019,1,4,11,0.0008,12,0
75015,75019,1,4,12,0.0003,12,0
75001,75014,1,4,1,0.0525,12,0
75001,75014,1,4,2,0.1509,12,0
75001,75014,1,4,3,0.2204,12,0
75001,75014,1,4,4,0.2296,12,1
75001,75014,1,4,5,0.165,12,0
75001,75014,1,4,6,0.0952,12,0
75001,75014,1,4,7,0.0528,12,0
75001,75014,1,4,8,0.0222,12,0
75001,75014,1,4,9,0.008,12,0
75001,75014,1,4,10,0.0022,12,0
75001,75014,1,4,11,0.0008,12,0
75001,75014,1,4,12,0.0003,12,0
75009,75019,1,4,1,0.0525,12,0
75009,75019,1,4,2,0.1509,12,0
75009,75019,1,4,3,0.2204,12,0
75009,75019,1,4,4,0.2296,12,1
75009,75019,1,4,5,0.165,12,0
75009,75019,1,4,6,0.0952,12,0
75009,75019,1,4,7,0.0528,12,0
75009,75019,1,4,8,0.0222,12,0
75009,75019,1,4,9,0.008,12,0
75009,75019,1,4,10,0.0022,12,0
75009,75019,1,4,11,0.0008,12,0
75009,75019,1,4,12,0.0003,12,0
75002,75020,1,4,1,0.0525,12,0
75002,75020,1,4,2,0.1509,12,0
75002,75020,1,4,3,0.2204,12,0
75002,75020,1,4,4,0.2296,12,1
75002,75020,1,4,5,0.165,12,0
75002,75020,1,4,6,0.0952,12,0
75002,75020,1,4,7,0.0528,12,0
75002,75020,1,4,8,0.0222,12,0
75002,75020,1,4,9,0.008,12,0
75002,75020,1,4,10,0.0022,12,0
75002,75020,1,4,11,0.0008,12,0
75002,75020,1,4,12,0.0003,12,0
75006,75013,1,5,1,0.1334,8,0
75006,75013,1,5,2,0.2629,8,0
75006,75013,1,5,3,0.2749,8,1
75006,75013,1,5,4,0.1852,8,0
75006,75013,1,5,5,0.0899,8,0
75006,75013,1,5,6,0.0363,8,0
75006,75013,1,5,7,0.0126,8,0
75006,75013,1,5,8,0.0036,8,0
75015,75020,1,5,1,0.1334,8,0
75015,75020,1,5,2,0.2629,8,0
75015,75020,1,5,3,0.2749,8,1
75015,75020,1,5,4,0.1852,8,0
75015,75020,1,5,5,0.0899,8,0
75015,75020,1,5,6,0.0363,8,0
75015,75020,1,5,7,0.0126,8,0
75015,75020,1,5,8,0.0036,8,0
75003,75018,1,6,1,0.1313,8,0
75003,75018,1,6,2,0.277,8,0
75003,75018,1,6,3,0.2632,8,1
75003,75018,1,6,4,0.1814,8,0
75003,75018,1,6,5,0.0906,8,0
75003,75018,1,6,6,0.041,8,0
75003,75018,1,6,7,0.0115,8,0
75003,75018,1,6,8,0.0032,8,0
75011,75015,1,7,1,0.3646,4,0
75011,75015,1,7,2,0.3691,4,1
75011,75015,1,7,3,0.1879,4,0
75011,75015,1,7,4,0.0602,4,0
75009,75015,1,3,3,0.1837,4,0
75007,75011,1,3,3,0.1837,4,0
75009,75015,1,3,4,0.0645,4,0
75005,75016,1,3,4,0.0645,4,0
75005,75014,1,3,4,0.0645,4,0
75002,75018,1,4,2,0.1509,12,0
75002,75018,1,4,2,0.1509,12,0
75014,75017,1,4,2,0.1509,12,0
75002,75018,1,4,3,0.2204,12,0
