pc_pickup,pc_delivery,nbr_packages,hour,id_scenario,probability,nbS,mean
75013,75020,2,0,5,0.1944,13,1
75001,75010,1,0,5,0.1944,13,1
75015,75018,1,0,5,0.1944,13,1
75008,75015,2,1,8,0.1466,19,1
75008,75009,3,1,8,0.1466,19,1
75009,75015,1,1,8,0.1466,19,1
75014,75019,1,1,8,0.1466,19,1
75017,75017,2,2,9,0.1356,21,1
75009,75016,1,2,9,0.1356,21,1
75009,75011,3,2,9,0.1356,21,1
75009,75013,1,2,9,0.1356,21,1
75015,75019,1,2,9,0.1356,21,1
75007,75014,1,3,7,0.1586,18,1
75001,75018,2,3,7,0.1586,18,1
75007,75018,2,3,7,0.1586,18,1
75001,75018,1,3,7,0.1586,18,1
75009,75116,2,4,6,0.175,17,1
75008,75013,1,4,6,0.175,17,1
75013,75017,1,4,6,0.175,17,1
75017,75019,1,4,6,0.175,17,1
75009,75019,2,5,5,0.1958,14,1
75015,75018,1,5,5,0.1958,14,1
75012,75116,1,5,5,0.1958,14,1
75014,75016,1,6,3,0.2627,8,1
75017,75116,1,6,3,0.2627,8,1
75018,75019,1,7,2,0.3591,4,1
75009,75020,1,8,2,0.3709,4,1
75013,75020,1,0,2,0.0705,13,0
75013,75020,1,0,2,0.0705,13,0
75015,75018,1,0,2,0.0705,13,0
75013,75020,1,0,3,0.151,13,0
75001,75010,1,0,3,0.151,13,0
75013,75020,2,0,3,0.151,13,0
75013,75020,1,0,4,0.1971,13,0
75015,75018,1,0,4,0.1971,13,0
75001,75010,1,0,4,0.1971,13,0
75015,75018,1,0,4,0.1971,13,0
75015,75018,1,0,6,0.1587,13,0
75013,75020,2,0,6,0.1587,13,0
75001,75010,1,0,6,0.1587,13,0
75009,75015,1,0,6,0.1587,13,0
75015,75018,1,0,7,0.1003,13,0
75013,75020,2,0,7,0.1003,13,0
75001,75010,1,0,7,0.1003,13,0
75010,75014,1,0,7,0.1003,13,0
75001,75010,1,0,7,0.1003,13,0
75015,75018,1,0,8,0.0557,13,0
75013,75020,2,0,8,0.0557,13,0
75001,75010,1,0,8,0.0557,13,0
75011,75017,1,0,8,0.0557,13,0
75009,75016,1,0,8,0.0557,13,0
75001,75014,1,0,8,0.0557,13,0
75015,75018,1,0,9,0.0342,13,0
75013,75020,2,0,9,0.0342,13,0
75001,75010,1,0,9,0.0342,13,0
75003,75017,1,0,9,0.0342,13,0
75003,75007,1,0,9,0.0342,13,0
75006,75020,1,0,9,0.0342,13,0
75009,75013,1,0,9,0.0342,13,0
75015,75018,1,0,10,0.0125,13,0
75013,75020,2,0,10,0.0125,13,0
75001,75010,1,0,10,0.0125,13,0
75001,75013,1,0,10,0.0125,13,0
75009,75014,1,0,10,0.0125,13,0
75016,78600,1,0,10,0.0125,13,0
75008,75019,1,0,10,0.0125,13,0
75016,75017,1,0,10,0.0125,13,0
75015,75018,1,0,11,0.0044,13,0
75013,75020,2,0,11,0.0044,13,0
75001,75010,1,0,11,0.0044,13,0
75011,75019,1,0,11,0.0044,13,0
75014,75017,1,0,11,0.0044,13,0
75002,75006,1,0,11,0.0044,13,0
75009,75116,1,0,11,0.0044,13,0
75012,75012,1,0,11,0.0044,13,0
75016,75020,1,0,11,0.0044,13,0
75015,75018,1,0,12,0.0012,13,0
75013,75020,2,0,12,0.0012,13,0
75001,75010,1,0,12,0.0012,13,0
75008,75019,1,0,12,0.0012,13,0
75006,75013,1,0,12,0.0012,13,0
75010,75015,1,0,12,0.0012,13,0
75002,75012,1,0,12,0.0012,13,0
75008,75017,1,0,12,0.0012,13,0
75007,75015,1,0,12,0.0012,13,0
75003,75019,1,0,12,0.0012,13,0
75015,75018,1,0,13,0.0005,13,0
75013,75020,2,0,13,0.0005,13,0
75001,75010,1,0,13,0.0005,13,0
75009,75116,1,0,13,0.0005,13,0
75004,75017,1,0,13,0.0005,13,0
75011,75014,1,0,13,0.0005,13,0
75003,75116,1,0,13,0.0005,13,0
75008,75020,1,0,13,0.0005,13,0
75009,75016,1,0,13,0.0005,13,0
75015,75017,1,0,13,0.0005,13,0
75001,75011,1,0,13,0.0005,13,0
75008,75009,2,1,2,0.007,19,0
75008,75009,2,1,2,0.007,19,0
75008,75009,2,1,2,0.007,19,0
75008,75015,1,1,2,0.007,19,0
75008,75009,2,1,2,0.007,19,0
75008,75015,1,1,2,0.007,19,0
75008,75015,2,1,2,0.007,19,0
75008,75015,1,1,3,0.0256,19,0
75008,75009,2,1,3,0.0256,19,0
75008,75009,2,1,3,0.0256,19,0
75008,75015,1,1,3,0.0256,19,0
75008,75015,2,1,3,0.0256,19,0
75008,75015,2,1,3,0.0256,19,0
75008,75015,1,1,4,0.0542,19,0
75008,75015,1,1,4,0.0542,19,0
75008,75009,2,1,4,0.0542,19,0
75008,75015,1,1,4,0.0542,19,0
75008,75015,2,1,4,0.0542,19,0
75009,75015,1,1,4,0.0542,19,0
75014,75019,1,1,4,0.0542,19,0
75008,75009,2,1,5,0.0903,19,0
75008,75009,2,1,5,0.0903,19,0
75008,75009,2,1,5,0.0903,19,0
75008,75015,2,1,5,0.0903,19,0
75008,75009,3,1,5,0.0903,19,0
75008,75015,2,1,5,0.0903,19,0
75008,75015,2,1,5,0.0903,19,0
75008,75009,2,1,6,0.1312,19,0
75008,75009,2,1,6,0.1312,19,0
75008,75015,2,1,6,0.1312,19,0
75008,75009,3,1,6,0.1312,19,0
75009,75015,1,1,6,0.1312,19,0
75008,75015,2,1,6,0.1312,19,0
75009,75015,1,1,6,0.1312,19,0
75008,75015,1,1,7,0.1481,19,0
75009,75015,1,1,7,0.1481,19,0
75008,75015,2,1,7,0.1481,19,0
75014,75019,1,1,7,0.1481,19,0
75014,75019,1,1,7,0.1481,19,0
75009,75015,1,1,7,0.1481,19,0
75014,75019,1,1,7,0.1481,19,0
75014,75019,1,1,9,0.1289,19,0
75008,75009,3,1,9,0.1289,19,0
75009,75015,1,1,9,0.1289,19,0
75008,75015,2,1,9,0.1289,19,0
75011,75018,1,1,9,0.1289,19,0
75014,75019,1,1,10,0.1016,19,0
75008,75009,3,1,10,0.1016,19,0
75009,75015,1,1,10,0.1016,19,0
75008,75015,2,1,10,0.1016,19,0
75011,75013,1,1,10,0.1016,19,0
75003,75015,1,1,10,0.1016,19,0
75014,75019,1,1,11,0.0719,19,0
75008,75009,3,1,11,0.0719,19,0
75009,75015,1,1,11,0.0719,19,0
75008,75015,2,1,11,0.0719,19,0
75011,75016,1,1,11,0.0719,19,0
75006,75020,1,1,11,0.0719,19,0
75006,75017,1,1,11,0.0719,19,0
75014,75019,1,1,12,0.043,19,0
75008,75009,3,1,12,0.043,19,0
75009,75015,1,1,12,0.043,19,0
75008,75015,2,1,12,0.043,19,0
75013,75016,1,1,12,0.043,19,0
75008,75016,1,1,12,0.043,19,0
75002,75008,1,1,12,0.043,19,0
75011,75015,1,1,12,0.043,19,0
75014,75019,1,1,13,0.0263,19,0
75008,75009,3,1,13,0.0263,19,0
75009,75015,1,1,13,0.0263,19,0
75008,75015,2,1,13,0.0263,19,0
75006,75015,1,1,13,0.0263,19,0
75016,75019,1,1,13,0.0263,19,0
75009,75020,1,1,13,0.0263,19,0
75007,75015,1,1,13,0.0263,19,0
75014,75018,1,1,13,0.0263,19,0
75014,75019,1,1,14,0.0129,19,0
75008,75009,3,1,14,0.0129,19,0
75009,75015,1,1,14,0.0129,19,0
75008,75015,2,1,14,0.0129,19,0
75001,75014,1,1,14,0.0129,19,0
75009,75014,1,1,14,0.0129,19,0
75001,75016,1,1,14,0.0129,19,0
75014,75017,1,1,14,0.0129,19,0
75010,75015,1,1,14,0.0129,19,0
75012,75014,1,1,14,0.0129,19,0
75014,75019,1,1,15,0.0068,19,0
75008,75009,3,1,15,0.0068,19,0
75009,75015,1,1,15,0.0068,19,0
75008,75015,2,1,15,0.0068,19,0
75007,75013,1,1,15,0.0068,19,0
75006,75009,1,1,15,0.0068,19,0
75016,75017,1,1,15,0.0068,19,0
75001,75016,1,1,15,0.0068,19,0
75015,75017,1,1,15,0.0068,19,0
75002,75017,1,1,15,0.0068,19,0
75008,75013,1,1,15,0.0068,19,0
75014,75019,1,1,16,0.0029,19,0
75008,75009,3,1,16,0.0029,19,0
75009,75015,1,1,16,0.0029,19,0
75008,75015,2,1,16,0.0029,19,0
75006,75009,1,1,16,0.0029,19,0
75006,75013,1,1,16,0.0029,19,0
75009,75018,1,1,16,0.0029,19,0
75011,75017,1,1,16,0.0029,19,0
75016,75016,1,1,16,0.0029,19,0
75001,75018,1,1,16,0.0029,19,0
75009,75017,1,1,16,0.0029,19,0
75009,75016,1,1,16,0.0029,19,0
75014,75019,1,1,17,0.0008,19,0
75008,75009,3,1,17,0.0008,19,0
75009,75015,1,1,17,0.0008,19,0
75008,75015,2,1,17,0.0008,19,0
75011,75013,1,1,17,0.0008,19,0
75011,75017,1,1,17,0.0008,19,0
75006,75008,1,1,17,0.0008,19,0
75003,75015,1,1,17,0.0008,19,0
75014,75015,1,1,17,0.0008,19,0
75001,75006,1,1,17,0.0008,19,0
75010,75017,1,1,17,0.0008,19,0
75001,75017,1,1,17,0.0008,19,0
75015,75017,1,1,17,0.0008,19,0
75014,75019,1,1,18,0.0009,19,0
75008,75009,3,1,18,0.0009,19,0
75009,75015,1,1,18,0.0009,19,0
75008,75015,2,1,18,0.0009,19,0
75014,75015,1,1,18,0.0009,19,0
75009,75011,1,1,18,0.0009,19,0
75010,75017,1,1,18,0.0009,19,0
75016,75018,1,1,18,0.0009,19,0
75011,75015,1,1,18,0.0009,19,0
75008,75012,1,1,18,0.0009,19,0
75007,75009,1,1,18,0.0009,19,0
75009,75020,1,1,18,0.0009,19,0
75016,75019,1,1,18,0.0009,19,0
75006,75007,1,1,18,0.0009,19,0
75014,75019,1,1,19,0.0004,19,0
75008,75009,3,1,19,0.0004,19,0
75009,75015,1,1,19,0.0004,19,0
75008,75015,2,1,19,0.0004,19,0
75018,75018,1,1,19,0.0004,19,0
75011,75018,1,1,19,0.0004,19,0
75006,75009,1,1,19,0.0004,19,0
75007,75019,1,1,19,0.0004,19,0
75013,75018,1,1,19,0.0004,19,0
75018,75018,1,1,19,0.0004,19,0
75014,75015,1,1,19,0.0004,19,0
75009,75018,1,1,19,0.0004,19,0
75003,75020,1,1,19,0.0004,19,0
75001,75015,1,1,19,0.0004,19,0
75009,75016,1,1,19,0.0004,19,0
75017,75017,1,2,2,0.0021,21,0
75009,75011,2,2,2,0.0021,21,0
75009,75011,2,2,2,0.0021,21,0
75017,75017,2,2,2,0.0021,21,0
75017,75017,1,2,3,0.0098,21,0
75009,75011,2,2,3,0.0098,21,0
75009,75011,2,2,3,0.0098,21,0
75009,75011,2,2,3,0.0098,21,0
75017,75017,2,2,3,0.0098,21,0
75009,75011,3,2,3,0.0098,21,0
75009,75011,2,2,4,0.0293,21,0
75009,75011,2,2,4,0.0293,21,0
75009,75011,2,2,4,0.0293,21,0
75009,75013,1,2,4,0.0293,21,0
75009,75013,1,2,4,0.0293,21,0
75009,75011,3,2,4,0.0293,21,0
75009,75011,2,2,5,0.0583,21,0
75009,75011,2,2,5,0.0583,21,0
75009,75011,2,2,5,0.0583,21,0
75009,75013,1,2,5,0.0583,21,0
75015,75019,1,2,5,0.0583,21,0
75009,75013,1,2,5,0.0583,21,0
75009,75013,1,2,5,0.0583,21,0
75009,75011,2,2,6,0.0876,21,0
75017,75017,1,2,6,0.0876,21,0
75017,75017,2,2,6,0.0876,21,0
75015,75019,1,2,6,0.0876,21,0
75015,75019,1,2,6,0.0876,21,0
75009,75016,1,2,6,0.0876,21,0
75009,75011,3,2,6,0.0876,21,0
75009,75011,2,2,7,0.1218,21,0
75017,75017,2,2,7,0.1218,21,0
75009,75016,1,2,7,0.1218,21,0
75009,75013,1,2,7,0.1218,21,0
75015,75019,1,2,7,0.1218,21,0
75009,75011,3,2,7,0.1218,21,0
75009,75016,1,2,7,0.1218,21,0
75009,75011,2,2,8,0.1479,21,0
75017,75017,2,2,8,0.1479,21,0
75017,75017,2,2,8,0.1479,21,0
75009,75016,1,2,8,0.1479,21,0
75009,75013,1,2,8,0.1479,21,0
75009,75011,3,2,8,0.1479,21,0
75009,75016,1,2,8,0.1479,21,0
75017,75017,2,2,8,0.1479,21,0
75017,75017,2,2,10,0.1204,21,0
75009,75016,1,2,10,0.1204,21,0
75009,75011,3,2,10,0.1204,21,0
75015,75019,1,2,10,0.1204,21,0
75009,75013,1,2,10,0.1204,21,0
75002,75008,1,2,10,0.1204,21,0
75017,75017,2,2,11,0.1012,21,0
75009,75016,1,2,11,0.1012,21,0
75009,75011,3,2,11,0.1012,21,0
75015,75019,1,2,11,0.1012,21,0
75009,75013,1,2,11,0.1012,21,0
75006,75010,1,2,11,0.1012,21,0
75011,75014,1,2,11,0.1012,21,0
75017,75017,2,2,12,0.0724,21,0
75009,75016,1,2,12,0.0724,21,0
75009,75011,3,2,12,0.0724,21,0
75015,75019,1,2,12,0.0724,21,0
75009,75013,1,2,12,0.0724,21,0
75011,75014,1,2,12,0.0724,21,0
75003,75009,1,2,12,0.0724,21,0
75002,75015,1,2,12,0.0724,21,0
75017,75017,2,2,13,0.0493,21,0
75009,75016,1,2,13,0.0493,21,0
75009,75011,3,2,13,0.0493,21,0
75015,75019,1,2,13,0.0493,21,0
75009,75013,1,2,13,0.0493,21,0
75002,75009,1,2,13,0.0493,21,0
75011,75015,1,2,13,0.0493,21,0
75008,75014,1,2,13,0.0493,21,0
75017,75018,1,2,13,0.0493,21,0
75017,75017,2,2,14,0.0288,21,0
75009,75016,1,2,14,0.0288,21,0
75009,75011,3,2,14,0.0288,21,0
75015,75019,1,2,14,0.0288,21,0
75009,75013,1,2,14,0.0288,21,0
75012,75016,1,2,14,0.0288,21,0
75002,75017,1,2,14,0.0288,21,0
75008,75011,1,2,14,0.0288,21,0
75011,75017,1,2,14,0.0288,21,0
